Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5680878162384033	0	0.027946	18.9056603774	9.72501957304	52.0	8.0	18.9056603774	9.72501957304	1002	1002
0.8112709522247314	1	0.0131266	18.6727272727	8.33405837066	60.0	9.0	18.6727272727	8.33405837066	1027	2029
1.031944990158081	2	0.000200878	23.3488372093	13.3275090939	77.0	10.0	23.3488372093	13.3275090939	1004	3033
1.262131929397583	3	-0.00276598	27.5405405405	14.087745479	69.0	10.0	27.5405405405	14.087745479	1019	4052
1.5064849853515625	4	-0.00848139	25.425	11.7726112227	69.0	9.0	25.425	11.7726112227	1017	5069
1.7543327808380127	5	-0.00739488	29.1428571429	14.3967116427	83.0	13.0	29.1428571429	14.3967116427	1020	6089
1.9794228076934814	6	-0.0078552	29.6764705882	18.0044448568	88.0	11.0	29.6764705882	18.0044448568	1009	7098
2.2112648487091064	7	-0.00786086	30.6060606061	14.5246694928	68.0	10.0	30.6060606061	14.5246694928	1010	8108
2.4503848552703857	8	-0.00285839	34.5	13.7155629366	68.0	13.0	34.5	13.7155629366	1035	9143
2.6951608657836914	9	-0.0111263	45.4782608696	23.4481288124	103.0	16.0	45.4782608696	23.4481288124	1046	10189
2.915712833404541	10	-0.00435995	36.1071428571	14.7487028139	68.0	15.0	36.1071428571	14.7487028139	1011	11200
3.1309919357299805	11	-0.0092666	35.75	16.4047575852	70.0	12.0	35.75	16.4047575852	1001	12201
3.358452796936035	12	-0.00250736	48.4545454545	21.306693939	99.0	20.0	48.4545454545	21.306693939	1066	13267
3.5769248008728027	13	-0.0152894	43.8695652174	17.9159980679	78.0	13.0	43.8695652174	17.9159980679	1009	14276
3.800428867340088	14	-0.00321855	43.0833333333	17.8813605622	105.0	16.0	43.0833333333	17.8813605622	1034	15310
4.0196309089660645	15	-0.0140292	48.2380952381	20.1184699833	89.0	18.0	48.2380952381	20.1184699833	1013	16323
4.2558629512786865	16	-0.0159377	51.1904761905	24.3713708851	100.0	19.0	51.1904761905	24.3713708851	1075	17398
4.475700855255127	17	-0.00193544	58.9411764706	31.7202303015	155.0	24.0	58.9411764706	31.7202303015	1002	18400
4.699510812759399	18	-0.0114688	50.1904761905	29.0854554515	115.0	16.0	50.1904761905	29.0854554515	1054	19454
4.913812875747681	19	-0.00208032	46.1818181818	17.7959044411	84.0	22.0	46.1818181818	17.7959044411	1016	20470
5.135311841964722	20	-0.00190047	49.5714285714	13.3793423875	82.0	29.0	49.5714285714	13.3793423875	1041	21511
5.359532833099365	21	0.00740121	48.0454545455	15.6277063772	82.0	27.0	48.0454545455	15.6277063772	1057	22568
5.5858519077301025	22	-0.00694994	55.7894736842	27.611170408	150.0	27.0	55.7894736842	27.611170408	1060	23628
5.803297996520996	23	0.0106669	51.05	17.8758915862	110.0	27.0	51.05	17.8758915862	1021	24649
6.0240349769592285	24	-0.00865533	57.5555555556	22.529541649	126.0	26.0	57.5555555556	22.529541649	1036	25685
6.287475824356079	25	0.000473517	54.4736842105	20.7094395488	90.0	21.0	54.4736842105	20.7094395488	1035	26720
6.5207679271698	26	-0.0118644	79.7692307692	43.3787502855	200.0	25.0	79.7692307692	43.3787502855	1037	27757
6.735688924789429	27	-0.0100741	59.0	21.5270008293	118.0	27.0	59.0	21.5270008293	1003	28760
6.964741945266724	28	-0.00607709	56.6842105263	22.5156147726	101.0	24.0	56.6842105263	22.5156147726	1077	29837
7.1813249588012695	29	-0.0136061	60.5294117647	34.9000550262	153.0	24.0	60.5294117647	34.9000550262	1029	30866
7.449400901794434	30	0.00794795	64.0	19.5207280481	108.0	32.0	64.0	19.5207280481	1088	31954
7.671597003936768	31	0.00501347	64.0625	18.1915802983	97.0	28.0	64.0625	18.1915802983	1025	32979
7.885946989059448	32	0.00291678	67.0	31.432467291	141.0	26.0	67.0	31.432467291	1005	33984
8.103815793991089	33	-0.0107875	53.4736842105	16.99959263	78.0	23.0	53.4736842105	16.99959263	1016	35000
8.380078792572021	34	0.00123734	54.1578947368	25.2154154143	110.0	19.0	54.1578947368	25.2154154143	1029	36029
