Time	Iteration	Loss	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.3404231071472168	0	-0.0764958	11.5517241379	6.62589594148	34.0	3.0	11.5517241379	6.62589594148	1005	1005
1.7423090934753418	1	-0.0548439	12.6962025316	8.30792580304	52.0	3.0	12.6962025316	8.30792580304	1003	2008
2.1159119606018066	2	-0.0640999	13.8493150685	7.63673751054	35.0	4.0	13.8493150685	7.63673751054	1011	3019
2.505866050720215	3	-0.0590068	16.868852459	9.53419283995	49.0	4.0	16.868852459	9.53419283995	1029	4048
2.872457981109619	4	-0.0536085	15.9682539683	9.98247393386	45.0	4.0	15.9682539683	9.98247393386	1006	5054
3.247709035873413	5	-0.0176867	16.7580645161	13.0454360872	88.0	3.0	16.7580645161	13.0454360872	1039	6093
3.6176061630249023	6	-0.0211468	17.3448275862	8.50466753012	47.0	6.0	17.3448275862	8.50466753012	1006	7099
4.05672812461853	7	-0.00776228	20.5918367347	11.2538761891	63.0	6.0	20.5918367347	11.2538761891	1009	8108
4.552225112915039	8	-0.0375273	25.025	15.8295412126	98.0	8.0	25.025	15.8295412126	1001	9109
4.901518106460571	9	-0.00833614	29.5294117647	16.8265114593	84.0	9.0	29.5294117647	16.8265114593	1004	10113
5.266858100891113	10	-0.0125483	26.0	13.3641310978	73.0	9.0	26.0	13.3641310978	1040	11153
5.62816309928894	11	-0.0387642	23.5581395349	8.78768251478	45.0	10.0	23.5581395349	8.78768251478	1013	12166
5.981886148452759	12	-0.045261	27.9444444444	14.7251569402	74.0	10.0	27.9444444444	14.7251569402	1006	13172
6.337912082672119	13	0.0117084	30.9696969697	15.6563180169	76.0	9.0	30.9696969697	15.6563180169	1022	14194
6.733718156814575	14	-0.0210326	29.8529411765	14.4265530369	71.0	5.0	29.8529411765	14.4265530369	1015	15209
7.083359956741333	15	-0.0322012	32.5483870968	14.9403949287	81.0	13.0	32.5483870968	14.9403949287	1009	16218
7.4342310428619385	16	-0.038213	33.9	15.5399485199	92.0	11.0	33.9	15.5399485199	1017	17235
7.788232088088989	17	-0.000618621	36.75	11.5993380353	57.0	11.0	36.75	11.5993380353	1029	18264
8.142874002456665	18	-0.0174283	36.4642857143	14.0216214236	63.0	12.0	36.4642857143	14.0216214236	1021	19285
8.563461065292358	19	-0.00660252	36.6785714286	11.8895319247	65.0	14.0	36.6785714286	11.8895319247	1027	20312
8.91786003112793	20	-0.0418238	43.652173913	20.0534258065	93.0	13.0	43.652173913	20.0534258065	1004	21316
9.271883010864258	21	-0.00898757	45.1304347826	20.1436241889	85.0	16.0	45.1304347826	20.1436241889	1038	22354
9.639327049255371	22	-0.0200462	39.5925925926	21.1769603304	109.0	15.0	39.5925925926	21.1769603304	1069	23423
9.986997127532959	23	0.0131801	46.8636363636	18.7648013204	102.0	15.0	46.8636363636	18.7648013204	1031	24454
10.47179102897644	24	0.0232958	43.0833333333	14.8321628752	72.0	18.0	43.0833333333	14.8321628752	1034	25488
11.01095199584961	25	-0.00434742	46.1363636364	20.8964882969	96.0	17.0	46.1363636364	20.8964882969	1015	26503
11.429810047149658	26	-0.0322902	46.5	17.4818087269	73.0	16.0	46.5	17.4818087269	1023	27526
